1245,广州,guangzhou,0,-4,-6,粤A
1426,太原,taiyuan,0,,-6,晋A
1207,杭州,hangzhou,0,,-6,浙A
114,南京,nanjing,0,-6,,苏A
132,武汉,wuhan,0,,-6,鄂A
1437,绵阳,mianyang,0,,-6,川B
4,西安,xian,0,0,,陕A
26,大连,dalian,0,,-4,辽B
57,青岛,qingdao,0,,-4,鲁B
1197,衡阳,hengyang,0,-6,,湘D
1352,哈尔滨,haerbin,0,,0,黑A
1236,福州,fuzhou,0,,-4,闽A
1237,合肥,hefei,0,,-6,皖A
1240,吉林,jilinshi,0,,-4,吉B
1462,昭通,zhaotong,0,,-4,云C
1313,贵阳,guiyang,0,-6,,贵A
1392,南昌,nanchang,0,-6,,赣A
1271,兰州,lanzhou,0,,0,甘A
1451,乌鲁木齐,wulumuqi,0,,-4,新A
1230,鄂尔多斯,eerduosi,0,-4,,蒙K
1269,三亚,sanya,0,,-4,琼B
1411,银川,yinchuan,0,,-6,宁A
1416,西宁,xining,0,,-6,青A
7,深圳,shenzhen,0,,-4,粤B
1427,大同,datong,0,,-6,晋B
1203,宁波,ningbo,0,,-6,浙B
102,无锡,wuxi,0,-6,,苏B
1196,恩施,enshi,0,,-5,鄂Q
1438,自贡,zigong,0,,-6,川C
34,郑州,zhengzhou,0,,0,豫A
38,宝鸡,baoji,0,,-4,陕C
25,沈阳,shenyang,0,,-4,辽A
59,烟台,yantai,0,,-4,鲁F
1232,湘潭,xiangtan,0,-6,,湘C
1353,齐齐哈尔,qiqihaer,0,,0,黑B
39,厦门,xiamen,0,,-6,闽D
1218,芜湖,wuhu,0,,-6,皖B
1241,通化,tonghua,0,,-4,吉E
1463,曲靖,qujing,0,,-4,云D
1314,六盘水,liupanshui,0,-6,,贵B
1393,赣州,ganjiang,0,-6,,赣B
1272,嘉峪关,jiayuguan,0,,0,甘B
1452,昌吉,changji,0,,-4,新B
121,巴彦淖尔,bayannaoer,0,-4,,蒙K
1270,海口,haikou,0,,-4,琼A
1412,石嘴山,shizuishan,0,,-6,宁B
1418,海东,haidong,0,,-6,青B
1225,东莞,dongguan,0,-6,-6,粤S
1428,阳泉,yangquan,0,,-6,晋C
1201,台州,zjtaizhou,0,,-6,浙J
103,苏州,suzhou,0,,-7,苏E
1193,随州,suizhou,0,,-5,鄂S
1439,攀枝花,panzhihua,0,,-6,川D
62,洛阳,luoyang,0,,-6,豫C
28,锦州,jinzhou,0,,-6,辽G
95,临沂,linyi,0,,-6,鲁Q
1234,株洲,zhuzhou,0,-6,,湘B
1354,牡丹江,mudanjiang,0,,0,黑C
1261,莆田,putian,0,,-4,闽B
1215,蚌埠,bengbu,0,,-6,皖C
1242,四平,siping,0,,-4,吉C
1464,楚雄,chuxiong,0,,-4,云E
1315,遵义,zunyi,0,-6,,贵C
1394,宜春,yichun,0,-6,,赣C
1273,金昌,jingchang,0,,0,甘C
1453,石河子 ,shihezi,0,,-4,新C
113,赤峰,chifeng,0,-4,,蒙D
1323,琼海,qionghai,0,,-4,琼C
1413,银南,yinnan,0,,-6,宁C
1419,海北,haibei,0,,-6,青C
1227,珠海,zhuhai,0,-4,,粤C
1429,长治,changzhi,0,,-6,晋D
1208,金华,jinhua,0,,-3,浙G
45,常州,changzhou,0,-6,,苏D
1223,孝感,xiaogan,0,,-5,鄂K
1440,广元,guangyuan,0,,-6,川H
101,南阳,nanyang,0,,-6,豫R
61,鞍山,anshan,0,,-4,辽C
65,东营,dongying,0,,-6,鲁E
1239,益阳,yiyang,0,,-4,湘H
1355,佳木斯,jiamusi,0,,0,黑D
1262,泉州,quanzhou,0,,-4,闽C
1217,安庆,anqing,0,,-6,皖H
1246,白城,baicheng,0,,-4,吉G
1465,玉溪,yuxi,0,,-4,云F
1316,铜仁,tongren,0,-6,,贵D
1395,吉安,jian,0,-6,,赣D
1274,白银,baiyin,0,,0,甘D
1454,博尔塔拉,boertala,0,,-4,新E
1324,五指山,wuzhishan,0,,-4,琼D
1414,固原,guyuan,0,,-6,宁D
1420,黄南,huangnan,0,,-6,青D
1228,中山,zhongshan,0,-4,-6,粤T
1430,晋城,jincheng,0,,-6,晋E
1211,嘉兴,jiaxing,0,0,0,浙F
50,盐城,yancheng,0,-6,-6,苏J
1365,黄石,huangshi,0,,-5,鄂B
1441,遂宁,suining,0,,-6,川J
128,驻马店,zhumadian,0,,-5,豫Q
5,延安,yanan,0,0,,陕J
30,辽阳,liaoyang,0,,-4,辽K
88,潍坊,weifang,0,,0,鲁G
1378,邵阳,shaoyang,0,-6,,湘E
1356,大庆,daqing,0,,0,黑E
1263,漳州,zhangzhou,0,,-4,闽E
1216,宿州,ansuzhou,0,,-6,皖L
1386,松原,songyuan,0,,-4,吉J
1466,红河,honghe,0,,-4,云G
1317,黔西南,qianxinan,0,-6,,贵E
1396,上饶,shangrao,0,-6,,赣E
1275,天水,tianshui,0,,0,甘E
1455,塔城,tacheng,0,,-4,新G
76,乌海,wuhai,0,-4,,蒙C
1421,海南州,hainanzhou,0,,-6,青E
127,惠州,huizhou,0,-6,-6,粤L
1431,朔州,shuozhou,0,,-6,晋F
1210,绍兴,shaoxing,0,-6,,浙D
43,徐州,xuzhou,0,-6,,苏C
1366,十堰,shiyan,0,,-5,鄂C
1442,内江,neijiang,0,,-6,川K
37,焦作,jiaozuo,0,,-6,豫H
82,汉中,hanzhong,0,,,陕F
71,阜新,fuxin,0,0,,辽J
87,枣庄,zaozhuang,0,,-6,鲁D
1379,岳阳,yueyang,0,-6,,湘F
1357,伊春,yichun2,0,,0,黑F
1264,龙岩,longyan,0,,-4,闽F
1214,淮北,huaibei,0,,-6,皖F
1387,长春,changchun,0,,-4,吉A
1467,文山,wenshan,0,,-4,云H
1318,毕节,bijie,0,-6,,贵F
1397,抚州,jxfuzhou,0,-6,,赣F
1276,酒泉,jiuquan,0,,0,甘F
1456,阿勒泰,aletai,0,,-4,新H
1403,呼和浩特,huhehaote,0,-4,,蒙A
1422,果洛州,guoluozhou,0,,-6,青F
130,肇庆,zhaoqing,0,-6,-6,粤H
1432,忻州,xinzhou,0,,-6,晋H
1206,湖州,huzhou,0,,-6,浙E
1367,荆州,jingzhou,0,,-5,鄂D
1443,乐山,leshan,0,,-6,川L
125,新乡,xinxiang,0,-6,-6,豫G
83,安康,ankang,0,0,,陕G
69,丹东,dandong,0,,-4,辽F
96,菏泽,heze,0,,-6,鲁R
1380,张家界,zhangjiajie,0,-6,,湘G
1358,鸡西,jixi,0,,0,黑G
1265,三明,sanming,0,,-4,闽G
1222,阜阳,fuyang,0,,-6,皖K
1388,辽源,liaoyuan,0,,-4,吉D
1468,西双版纳,xishuangbanna,0,,-4,云K
1319,安顺,anshun,0,-6,,贵G
1398,九江,jiujiang,0,-6,,赣G
1277,张掖,zhangye,0,,0,甘G
1457,克拉玛依,kelamayi,0,,-4,新J
1404,包头,baotou,0,-4,,蒙B
1423,玉树州,yushuzhou,0,,-6,青G
